name,address,website,image_url,rating,reviews
"Lark Austin","2100 Nueces St, Austin, TX 78705, USA","https://larkaustin.com/","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=ATCDNfUmugxja-tpaCH0UWaEvF7CXhRL_lARySOojYRjIsuBKMiP_PljSyYog6x-ilbvpTMqd-Y-cOKhuEYKLmaxP4gn5uCps6ucIMKAuomp4xAVIieWY6E42S3qGEshbKkL_lrIRlsxuPMiXV_PfsZ38LAcOX0nMhaDIhMeLVVDahf1oVMzZr0sn6brMSVzYpA0LjAApoSzeIOwvPfs_6Lc2whKPB6c0lsG6mIwy0E06_c0FgMqfNRuAxFvBBJIUdSebfylZtRu41XYGQmLSS4A4UDWEwshv5XY3Te6CYwKFZQ7DQ&key=AIzaSyAHI7D8ecAP25OIrT6YBFUeWSUmNipuewM",3.7,164
"Villas on Rio","2111 Rio Grande St, Austin, TX 78705, USA","https://villasonrio.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb_listing&hyly_channel=pr&hyly_method=w","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=ATCDNfVAx5OpujMIKXR2Ze2Zy9UwDXEwKzULz6HJ5Y8ct9hVWqkemr6GBqJ--XU6WAsNptcrm5WhBEoCOGKQFyN9tYz3wxYx7htDk4NAqhjyNcL0IjjZJ0-RZ3MPlFlpXnAs5x6gHny3XoOgecwwjy5mvlutY844s6c21y6GO0XslLW4zhUoU-ZqGng8xGNaXrK8J01g8BNKtfEpHqrnS7UP81t2jnyx7FHTU2Innj6Wei8gpRaBHT-dTV7TSATTlYFLhPrOe-Ar4di66MBJ5agyn3sj-ndHQNJGfYZd9etna34I0Q&key=AIzaSyAHI7D8ecAP25OIrT6YBFUeWSUmNipuewM",4.3,423
"Crest at Pearl","706 W Martin Luther King Jr Blvd, Austin, TX 78701, USA","https://www.americancampus.com/student-apartments/tx/austin/crest-at-pearl","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=ATCDNfUz0POzc0ht-eSxJ3Mb-B7Hs-D1ByZ3D1-FhPuzjJexdAIoyf0DqHniCW_kUOldyv52z3NGJeJcTi7TfGcYkvrMyuWX6B3HyXXh_6n3rcSn8UhbIcjFba5sS5F7-R0tXMdjIiQcO0HM0Ik9hBFmAEcp4YdQ3prVNBUpy9AQGwPwR9pL70nIPyAc4PAIZfemCIn0qYheMGPyWa-jQXoCHLIY4qa-_q6uDF2yCdZ2TmlUpJeyMmsvf5ocx4oKkW3Sm4hW_c1nF30HMYmkmZ-4w5u5PKxMy8XD-zL9lJZALQlsAA&key=AIzaSyAHI7D8ecAP25OIrT6YBFUeWSUmNipuewM",3.4,162
"The Castilian","2323 San Antonio St, Austin, TX 78705, USA","https://www.americancampus.com/student-apartments/tx/austin/the-castilian","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=ATCDNfVpMkQ1sFV0b58VVmF3r4_UYtd0IOXSqnzeEeOt8jHtSr4aCVEDGMwA0i9V7lihAOfTAR0Vs8DOsNox6lPyrr96Dk_L-mOvunu-ae3w88AriLYPZYcbDlDrlyhh8zCzE4g4-thImo9i3XiBhnuNX7JF9sDtMznVS5EnMGHkyUqqGcwkKCzA8r-Mp0FMC5sQgjJAi901nzOqrxRKszTnCxrsBQZp6RYiCtdCZ9mlRjDX31IphpwgTiMZFSC5A94Fjg-78Qz56jgIgR8i641ocEHlgBQZGM3N45PTPX8zo--4sg&key=AIzaSyAHI7D8ecAP25OIrT6YBFUeWSUmNipuewM",4.3,561
"The Callaway House","505 W 22nd St, Austin, TX 78705, USA","https://www.americancampus.com/student-apartments/tx/austin/the-callaway-house-austin","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=ATCDNfWSC_3SVPAatu-jPFAcUZdOInYgHeT3Aq92wMWMjl0bELJZEogx9OGuKPqT4zqcHFZhtsBZYfe7S7FHOJIYT__BCB20iD67IX42eoEydXOitLc8UX1NDdpidS5ohokKw4Rn4tpoEip70S2GGv0aF5W9QyRv2WqSXqjdi_ONBIiBjp4s50U892hxJOTzkBGNwviQb-iNbhEHz2gwEhYfYBknuPYl7uYCW0nJCG4U6i-nMKYuQpRdZ1iW_aM1WaZlsYxeE2Ue8Xq6R2tR_LQmKL60mWwRStGEBDpJ6MGX143lEQ&key=AIzaSyAHI7D8ecAP25OIrT6YBFUeWSUmNipuewM",4.6,354
"The Quarters","2222 Rio Grande St D200, Austin, TX 78705, USA","https://www.quartersoncampus.com/?switch_cls[id]=74341&utm_source=google%20-%20entrataseo&utm_medium=organic&utm_campaign=gmb&utm_content=website%20click","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=ATCDNfU450oJb6WxGJGTEYRO5kFkKGF2BDI81hudkVDYlAJxD2QS6ceem7Rx7uimbDcN_LlEaMxFGSx8aJIpFWe6rh_-WU3waH6AoGqWLW3x5pnvXlmfNukSev8shF-YYShq1tQbRQNBLj4PRr8W2e9IUO_10-FlvopbWc86DP9WajJCQ-jkAvXL4WFf3yLMM5KXcFI0CknkKeCmG58G8CZBdTZUPxLz5Os0UjDoTsxq2hiso4mXMKijNpMU9Y8pONHKimPnma0_Te2ZohJja_65_jehsfNsA6DTw-6lAqD-R_WG7g&key=AIzaSyAHI7D8ecAP25OIrT6YBFUeWSUmNipuewM",2.9,178
"Waterloo","2400 Seton Ave, Austin, TX 78705, USA","https://yugo.com/en-us/global/united-states-of-america/austin-tx/yugo-austin-waterloo?utm_source=product&utm_medium=list&utm_id=GMB","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=ATCDNfWLqd0UCxs_Y3aTKv6TAlE2daGATFtUzmSPzMwhw41jK3ZRvgw-yMMbegR9xrMkz0sNCtoTPvzmlm5uM8t5Vd2M6x7ObUNVG6w_xPOxtlSDCp8e4dj0L0phI9xNEw3WwlClQewbGmW4GF_KrNlQHDHHqawXR7LTyDR0o6sLhvonVN5fly6l5_QvRkWlTkqBfGUo2f8rbfhuHKO4PWknFz8u_9dYcNxx7K1OuLG7WnxUydLSq97JxNOw2d7W5ws8Man5a9wwfSQieefYXq1T0YN8qm1Tz6c7r0irqwiOlvv_Lw&key=AIzaSyAHI7D8ecAP25OIrT6YBFUeWSUmNipuewM",3.1,227
"Point on 24th","701 W 24th St, Austin, TX 78705, USA","https://www.unionon24th.com/?switch_cls[id]=67805&utm_source=gmb&utm_medium=organic","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=ATCDNfW5R2gA6oamvfyJGIsmufR4tzO7h01rZza25RLrh2XlauNl5a2B1Q0f5DWg160Wafld4sbMqVXgcH34BsDxZc8wkkILHzMVEJlBUc-swQuAAfSK19pGhXcoBU4yrdIFlrqbTQcs4nvXdR98fJvnf9Vn5nJHH_n6DrfebXW4JshnNYaejXtLbl5PlMjMT6-hhXIJuq49Q24qY89RUBZwj9rgF9W5L4Kc9NgUqw--YWq-fyXYTT90234HeQG-gYvakMiCrwzFvFhpJ7FH22uGlcId66zDEq8EmqR5S2dahUfxVg&key=AIzaSyAHI7D8ecAP25OIrT6YBFUeWSUmNipuewM",4.6,368
"The Nine","2518 Leon St, Austin, TX 78705, USA","https://theninewestcampus.com/?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=GMB","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=ATCDNfVLwaI-b37yr16HAzV218sQ6DuavSppq4SKSXakSJGUYvq99HnzvCtLcazQWUpQNSZ80yOP3n7CQrvzfPvPhO7nEmwtgrWowPRwcS83PwhJfJaCvjSALo8m75CC2nBy2bicgM_pNRK6xdwROLg0NVY2jnzyATa8MAv2vAevRAeoMdn4leOjvhOj4AthV6Qs2WPIH5stzNBRhMJoRedt8QA-pLQtRNJrEFEAy4GeJxJSuuOtIXsqHvwQif_5qigwXHxBOs05wsN4x0QLDnm0ae3ooE47ASVvAFdSA7KhJ0-MkQ&key=AIzaSyAHI7D8ecAP25OIrT6YBFUeWSUmNipuewM",3.8,202
"Inspire on 22nd","2200 Nueces St, Austin, TX 78705, USA","https://www.inspire22nd.com/?utm_source=google&utm_medium=gbp","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=ATCDNfUYzrwoO9fZ03PKI5S56JjJ-fpRUeDthlD8rAwUdUvf5z92I4K1X7K2rDBdeP1IJQU3V-v83h7KBl9_c2jvm65P9kKS8TseRNkseRwr6mHEqiMRCjdYd24lWeS68yTvplDEaT4oiCGYXb4inKiI49N24bPSR-ceUOTLMgYX8hLf2JGY1RtkhSQ6fKbOJ5xDhrI5MJU1jdstgEcVAQ31CZlwZfEyvBysqJtQrqZL4k3qVCb5AYtwmfIt4U308I4QaLf-s2BwuAGMlPM_Fiv1jexrQI3HhLB7IiJLkno7vZg0WQ&key=AIzaSyAHI7D8ecAP25OIrT6YBFUeWSUmNipuewM",4.6,166
"Ion Austin","2100 San Antonio St, Austin, TX 78705, USA","https://ion-austin.com/","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=ATCDNfXEspu7uClS2-HYSVSt6oY5wqff797PX-lLhuTx1ABCfmDNJUkFXG9qapjQBbM_yV2RUKHPkfJro63-0qIrsKqhUcZD9v_EZkurm6kW3bDNtJF4dXhUCsP2XC_VSGb-4fx3tPuYY5H-iTNYI9teBl0y-lJ3-fWJmc0R7KCfGlvEGJqCugRFOslIL87MAgjhGqlrW5zrmDzws7bvs8MG9gmhlZ0niCvrxtL8VLt9COKLazQxbSDW--tpKMQw1iaEC9U-MCOJBxWhwV9gd0mctBjLJLV0WnngqcIogdllJIuh2Q&key=AIzaSyAHI7D8ecAP25OIrT6YBFUeWSUmNipuewM",3.2,187
"Skyloft","507 W 23rd St, Austin, TX 78705, USA","https://www.skyloftatx.com/?utm_source=obl&utm_medium=organic","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=ATCDNfV91k_ijnYq5_3mC5I56ak1uEffIiNRhAd5XmuKq1QlKR5Ss8pU-7CCRrdZyyG2tlDZQjA1e6HCkiNoJ0cBa4gMAbhk_jLs0websG9kJyaWR-nClMGwZZY5VZ5edt1N10sWBhCjyO55GkLQkiztamfx5Mj41AJcWu_F64zXSd8xZLhnKJa1D1Kz04fmdl8BQYSsXwueBqGQxkfby9pNbVgWc0VNxj3i5VgeOlQ0GOAy4I11sHfozfb52nPoaPGLB82nzaRPEKG4GwhQa1qS_EN0QMCAwoVjwKKmbRflrtkOv983dAXBA7susrqdb1HRNASHdOZ9QdPpfaKod-h3OHhKZHrGsVVfK5G3g8GTM3NOuzGn6OmfuhfYWBlOsuvcm3sYhjuFgUvdLffbw5s0n2kVhX6qZ2lgN_d-R9LHD8eWYZX0&key=AIzaSyAHI7D8ecAP25OIrT6YBFUeWSUmNipuewM",3.7,383
"Legacy on Rio","2614 Rio Grande St, Austin, TX 78705, USA","https://legacyonrio.com/?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=GMB","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=ATCDNfXQUzbj3kbicnpUcZThjwmV9wDhzdkvKvBLv2BYA16_0DGRbiJbV_w9rdVzS2WBv012f57qoQPZ0dSWaQrfd2We7ownWkJRSif6G4dyu6n5Vgte0ADller_n7mbSbX6oPfO3IjOEfAoWJIfvAgN0-q4PxupZYl9rUtCC0boJ73qs9EIHC_YKnOOosW18cPmUUoHsFcxEFcG-ekSczaBcBNU8naSVQ9S3UOUYOxL2ugKGgQfCB8m1GwDk7x549slFqu1fDKo19_DnKTLZkaFNO1FBsOrNDEjBsOVCT321Mc0cg&key=AIzaSyAHI7D8ecAP25OIrT6YBFUeWSUmNipuewM",4.1,288
"The Mark","812 W 23rd St, Austin, TX 78705, USA","https://www.themarkatx.com/?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=GMB","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=ATCDNfXxOZ5LXcWkGFP5o59QltnJ1hfp29xSh-veHUc2Nb2MOqT2ViENF95bK7ydnN7o2mO0L4nCbMg8gxp_e4DOWih8Vub57e7fqCheqCUKS88AkpyGptpBck216TcnhQolyxNZaeIFefyQ-TQmLbI9y-WOowd5DHzErqGgIujutdBvOqrDorwMIA6DA61HL5A80A6RCHRiivN2kd3qk8nU4HvV3o4OM81EjIDN6inOok24oIHfWs5lfQpY_X4xGr5oXNpcXymA4tFQ3sC912I_Hvf-J8olfAqWZMVaRhFsQDNgcg&key=AIzaSyAHI7D8ecAP25OIrT6YBFUeWSUmNipuewM",4.4,229
"GrandMarc","510 W 26th St, Austin, TX 78705, USA","https://www.grandmarcaustin.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb_listing&hyly_channel=pr&hyly_method=w","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=ATCDNfWBJn0-bQaijQ-Sq-0TSJt4OmXQTEB0MibNA8BaxbmJ95oeMMHsn8kQrd_Wyx2XMxK7Labs3xU-a2pEXdcGi43bi3EMR0tjgY9hRclW5TS3q21Qe_bWVgxof5JVz7WspdbexGdhOrzXwMdwbroJZS0r-AkBE-knl5SFhEyjfNV-X_LYbqO54bEwDIndbSJtGf81DL8bzoIZha8-x8h8Yw6mCJuYmtnC4G6fFtrxnliMKxhwAJ0srm5wG9k3eO20KpDyuR5PCgrEZ8WSjj0JtKQfM67vf_1Q9xqxLeRjiIdl2w&key=AIzaSyAHI7D8ecAP25OIrT6YBFUeWSUmNipuewM",3.9,132
"Noble 2500","2500 San Gabriel St, Austin, TX 78705, USA","https://www.noble2500.com/","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=ATCDNfVuDDK81szKRTNoawQimEhYVmGDz2DKsg4_70UYbYG0vuoDkTNjEU8l-9nq_j9PqLs6ffFlmChdIbP3_1_x_wXZMF3slUIEfx0-DUm1mJ4mrDcbVtmgzI6-OvAfJOE8O_GpSavwqJWLwYb1xGPNsk8ZQ-9Cx4yshn_ygInBjPmDoxFJh41-LT7bDRJ_Vfv6RAnb04nnoEo_C0_Ww2EbW0wUyxM_wsomMQTEH3NbZIXGgrzD-xDaNMj2QIToa5YMApk9aqpicvDhRQcA8ry22uNJWXOEgyAs7iXMkb20fgW8Tg&key=AIzaSyAHI7D8ecAP25OIrT6YBFUeWSUmNipuewM",4,214
"The Ruckus","2502 Nueces St, Austin, TX 78705, USA","https://yugo.com/en-us/global/united-states-of-america/austin-tx/yugo-austin-nueces-?utm_source=googlemaps&utm_medium=organic","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=ATCDNfWSgLALPMPdtX8Q9JcCcnQYf6NNlzWx8NNrDafIfdDiQURM4tE8mRwfAV1ckZTZdZ8bQd1Qvhkyglw0CKUSloPhB4JDU-rkK7ysLHEimrqscGtfZRu9nziPSZoybIJNwbIgjv3TjChAINgmSHp4jOtVzxnAv4nFumNJx3pbX9IegC_OlJw7jC-a5TDpzr24XECxu4gsbrSwd-nJ8AG6KiW3j1LHimXR7_R5e_1tVHDaC9exGgXObfuUegr1LsDrYf1i_e5DqyzDeq4SJ2B_764Sf7JRTh1DjaSWsUbTuzLniA&key=AIzaSyAHI7D8ecAP25OIrT6YBFUeWSUmNipuewM",4.6,82
"Ruckus 2.0","620 W 24th St, Austin, TX 78705, USA","https://yugo.com/en-us/global/united-states-of-america/austin-tx/yugo-austin-rio?utm_source=product&utm_medium=list&utm_id=GMB","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=ATCDNfVLPEO_helCMM-n70K88XM1-B5w5ucxYsZwW0ZlINYSWRbV0RqXcMAMZSHcLV7jKmvj1b1TdpVYGPZBP1cp_xsy5Y0czGnYh4daaD2_BsbeqOAc8I5DQisZWMHye94CTij81dkdZ7vGY-1eqdC4-EcB4JON_1hXO-f3S_KGhDX5UriD8cdMfbyzToAax-OrbSq1cuoIdoaisJK_phsPoHhSg2grqWuZ0PqWZTv1jj8wiROIslbQrNnNvG-4UGqzq4MOyCepb9s0imJIQn1M_qCaDw96qtqWyywbZMckMtwZ9Q&key=AIzaSyAHI7D8ecAP25OIrT6YBFUeWSUmNipuewM",4.4,114
"Villas on Guadalupe","2810 Hemphill Park, Austin, TX 78705, USA","https://www.villasonguadalupe.com/?switch_cls[id]=68820","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=ATCDNfUWTgO8VsmMPWK---o1EaDz_0KJEfq1BixOWNLRhml0SusXYORe48JaR6Y-DdTjkqXs_IPGGcazgVilhRxhbFoP0x3hIONMu7zOT9GdaMpoRKP5foSnU4xzoTIPNXLHKtpGp6i7kxnIY8j-sylNsqeib-SiAB2EeWgYuXy9mlRjkVh8GXEvGKWhkC2gjHYlgG4MrtKIJ4CfIjaAWWmHjFK309IopCMXg17EufWN3HT1kuMje8Z_mNWlOJQyx-KiB7BoQJaa17M_oNS_47HoRQE2WFgAo0I4OwwYlbLEtg7dOw&key=AIzaSyAHI7D8ecAP25OIrT6YBFUeWSUmNipuewM",3.3,219
"Villas on 24th","2313 Rio Grande St, Austin, TX 78705, USA","https://www.villason24th.com/?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=GMB&switch_cls[id]=66734","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=ATCDNfWbWpO3VsgFrZuOpZXVIvU3mhfen0iVfagjGs3LJpZAYxpBXHkDmv_-1RuSlYWY-QMvwIueJKs9KdpprIbbbYnE48Xmjqwq9SorTc-eZF-2oeQSEZ9cfu2S1hS9oWd0sTpuC_30KR_voWk7X7CSuzFjEwktUDYYdMdXFh3mg2XaIaq07Q1jDXsQl-Dli5OvdUkEc2PiKqqB9t1wwRE0AuAaXYqfh9TGkB9EErWWzLZ5ewPWS9do2N1GuAi_sJTrEGFlFP1D95dhRiSMj7jGXi4HW8gKnytGjEDvnHS9To_Otg&key=AIzaSyAHI7D8ecAP25OIrT6YBFUeWSUmNipuewM",3.4,19
"Yugo Austin Rio","620 W 24th St, Austin, TX 78705, USA","https://yugo.com/en-us/global/united-states-of-america/austin-tx/yugo-austin-rio?utm_source=product&utm_medium=list&utm_id=GMB","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=ATCDNfUYfDto-C2PE6jPys-fSUUDdM4Kv-g_4cDPZTaXBlZaMaBE5k6VKS54fDRsUG4J7JbbZYuUKIdrMIdGlYObUcggn1EiMY45MN7aZQ_CiRAgjtTNzcqGJH4QoraLtOUtElQtn1e_eI6TEj_XVl5vWvjfnret4GliUFS497807jnN6dPKaoVSGvBH6W3mHpYUoJNHh5rX8FgslIaxJbRa4Qj9IRgUWUidGbOVRoOJL_PrbtIIlsZ_l1eGMI9faIrwb9pDsbEESgaiJ0ZH2I6expX_9vMdMYGK3o842yL-SCXN7g&key=AIzaSyAHI7D8ecAP25OIrT6YBFUeWSUmNipuewM",4.4,114
